zip,city,state,county,population
77434,Eagle Lake,TX,Colorado County,3950
77435,East Bernard,TX,Wharton County,5380
77437,El Campo,TX,Wharton County,16000
77441,Fulshear,TX,Fort Bend County,32160
77442,Garwood,TX,Colorado County,900
77444,Guy,TX,Fort Bend County,910
77445,Hempstead,TX,Waller County,13370
77447,Hockley,TX,Harris County,26340
77449,Katy,TX,Harris County,126600
77450,Katy,TX,Harris County,65760
77455,Louise,TX,Wharton County,1830
77459,Missouri City,TX,Fort Bend County,82870
77461,Needville,TX,Fort Bend County,11540
77465,Palacios,TX,Matagorda County,6540
77468,Pledger,TX,Matagorda County,220
77469,Richmond,TX,Fort Bend County,65240
77471,Rosenberg,TX,Fort Bend County,39610
77474,Sealy,TX,Austin County,14200
77477,Stafford,TX,Fort Bend County,29600
77478,Sugar Land,TX,Fort Bend County,22780
77479,Sugar Land,TX,Fort Bend County,90550
77480,Sweeny,TX,Brazoria County,6790
77482,Van Vleck,TX,Matagorda County,2260
77484,Waller,TX,Waller County,13290
77485,Wallis,TX,Austin County,3350
77486,West Columbia,TX,Brazoria County,7500
77488,Wharton,TX,Wharton County,11740
77489,Missouri City,TX,Fort Bend County,34400
77493,Katy,TX,Harris County,73140
77494,Katy,TX,Fort Bend County,136190
77498,Sugar Land,TX,Fort Bend County,46590
77502,Pasadena,TX,Harris County,33120
77503,Pasadena,TX,Harris County,20550
77504,Pasadena,TX,Harris County,19040
77505,Pasadena,TX,Harris County,22210
77506,Pasadena,TX,Harris County,27310
77507,Pasadena,TX,Harris County,217
77510,Santa Fe,TX,Galveston County,13530
77511,Alvin,TX,Brazoria County,46160
77514,Anahuac,TX,Chambers County,5400
77515,Angleton,TX,Brazoria County,27800
77517,Santa Fe,TX,Galveston County,5860
77518,Bacliff,TX,Galveston County,8880
77519,Batson,TX,Hardin County,1010
77520,Baytown,TX,Harris County,31870
77521,Baytown,TX,Harris County,59510
77523,Baytown,TX,Chambers County,31090
77530,Channelview,TX,Harris County,29620
77531,Clute,TX,Brazoria County,14060
77532,Crosby,TX,Harris County,32480
77534,Danbury,TX,Brazoria County,2980
77535,Dayton,TX,Liberty County,32510
77536,Deer Park,TX,Harris County,30440
77538,Devers,TX,Liberty County,750
77539,Dickinson,TX,Galveston County,42410
77541,Freeport,TX,Brazoria County,13440
77545,Fresno,TX,Fort Bend County,25670
77546,Friendswood,TX,Galveston County,51360
77547,Galena Park,TX,Harris County,8500
77550,Galveston,TX,Galveston County,15770
77551,Galveston,TX,Galveston County,15360
77554,Galveston,TX,Galveston County,7030
77560,Hankamer,TX,Chambers County,920
77562,Highlands,TX,Harris County,10100
77563,Hitchcock,TX,Galveston County,8760
77564,Hull,TX,Liberty County,1640
77565,Kemah,TX,Galveston County,6520
77566,Lake Jackson,TX,Brazoria County,27980
77568,La Marque,TX,Galveston County,22170
77571,La Porte,TX,Harris County,34820
77573,League City,TX,Galveston County,88540
77575,Liberty,TX,Liberty County,12870
77577,Liverpool,TX,Brazoria County,1390
77578,Manvel,TX,Brazoria County,29370
77581,Pearland,TX,Brazoria County,45080
77583,Rosharon,TX,Brazoria County,47540
77584,Pearland,TX,Brazoria County,86090
77585,Saratoga,TX,Hardin County,830
77586,Seabrook,TX,Harris County,20950
77587,South Houston,TX,Harris County,13680
77590,Texas City,TX,Galveston County,24770
77591,Texas City,TX,Galveston County,15130
77597,Wallisville,TX,Chambers County,880
77598,Webster,TX,Harris County,19330
77611,Bridge City,TX,Orange County,9100
77612,Buna,TX,Jasper County,8080
77616,Fred,TX,Tyler County,1010
77619,Groves,TX,Jefferson County,14900
77622,Hamshire,TX,Jefferson County,1590
77624,Hillister,TX,Tyler County,680
77625,Kountze,TX,Hardin County,8190
77627,Nederland,TX,Jefferson County,20590
77630,Orange,TX,Orange County,23280
77632,Orange,TX,Orange County,19400
77640,Port Arthur,TX,Jefferson County,12880
77642,Port Arthur,TX,Jefferson County,30370
77651,Port Neches,TX,Jefferson County,12010
77655,Sabine Pass,TX,Jefferson County,240
77656,Silsbee,TX,Hardin County,14670
77657,Lumberton,TX,Hardin County,20850
77659,Sour Lake,TX,Hardin County,5190
77660,Spurger,TX,Tyler County,1420
77662,Vidor,TX,Orange County,20880
77664,Warren,TX,Tyler County,2590
77665,Winnie,TX,Chambers County,6620
77701,Beaumont,TX,Jefferson County,9230
77702,Beaumont,TX,Jefferson County,2200
77703,Beaumont,TX,Jefferson County,9830
77705,Beaumont,TX,Jefferson County,20990
77706,Beaumont,TX,Jefferson County,24590
77707,Beaumont,TX,Jefferson County,14550
77708,Beaumont,TX,Jefferson County,9790
77713,Beaumont,TX,Jefferson County,12990
77801,Bryan,TX,Brazos County,9070
77802,Bryan,TX,Brazos County,21550
77803,Bryan,TX,Brazos County,26470
77807,Bryan,TX,Brazos County,12520
77808,Bryan,TX,Brazos County,15630
77830,Anderson,TX,Grimes County,3350
77831,Bedias,TX,Grimes County,3200
77833,Brenham,TX,Washington County,24560
77835,Burton,TX,Washington County,2430
77836,Caldwell,TX,Burleson County,10940
77837,Calvert,TX,Robertson County,1190
77840,College Station,TX,Brazos County,19900
77845,College Station,TX,Brazos County,61520
77853,Dime Box,TX,Lee County,1000
77856,Franklin,TX,Robertson County,5020
77859,Hearne,TX,Robertson County,6430
77861,Iola,TX,Grimes County,3120
77864,Madisonville,TX,Madison County,6900
77865,Marquez,TX,Leon County,1700
77868,Navasota,TX,Grimes County,12980
77871,Normangee,TX,Leon County,3590
77872,North Zulch,TX,Madison County,2000
77873,Richards,TX,Grimes County,1420
77879,Somerville,TX,Burleson County,4690
77880,Washington,TX,Washington County,1660
77901,Victoria,TX,Victoria County,32170
77904,Victoria,TX,Victoria County,26250
77905,Victoria,TX,Victoria County,13630
77954,Cuero,TX,DeWitt County,8880
77957,Edna,TX,Jackson County,7610
77962,Ganado,TX,Jackson County,3400
77963,Goliad,TX,Goliad County,4960
77964,Hallettsville,TX,Lavaca County,7530
77968,Inez,TX,Victoria County,3370
77971,Lolita,TX,Jackson County,790
77974,Meyersville,TX,Victoria County,460
77975,Moulton,TX,Lavaca County,1600
77979,Port Lavaca,TX,Calhoun County,14470
77983,Seadrift,TX,Calhoun County,1770
77984,Shiner,TX,Lavaca County,4300
77986,Sublime,TX,Lavaca County,49
77990,Tivoli,TX,Refugio County,580
77994,Westhoff,TX,DeWitt County,280
77995,Yoakum,TX,Lavaca County,8650
78002,Atascosa,TX,Bexar County,7770
78003,Bandera,TX,Bandera County,9610
78004,Bergheim,TX,Kendall County,530
78005,Bigfoot,TX,Frio County,860
78006,Boerne,TX,Kendall County,43350
78007,Calliham,TX,McMullen County,120
78008,Campbellton,TX,Atascosa County,190
78009,Castroville,TX,Medina County,9430
78010,Center Point,TX,Kerr County,3030
78011,Charlotte,TX,Atascosa County,1940
78012,Christine,TX,Atascosa County,450
78013,Comfort,TX,Kendall County,5460
78014,Cotulla,TX,La Salle County,3740
78015,Boerne,TX,Bexar County,24270
78016,Devine,TX,Medina County,10080
78017,Dilley,TX,Frio County,3250
78021,Fowlerton,TX,La Salle County,116
78022,George West,TX,Live Oak County,4270
78023,Helotes,TX,Bexar County,29480
78024,Hunt,TX,Kerr County,1320
78025,Ingram,TX,Kerr County,4720
78026,Jourdanton,TX,Atascosa County,5750
78027,Kendalia,TX,Kendall County,460
78028,Kerrville,TX,Kerr County,34340
78039,La Coste,TX,Medina County,1750
78040,Laredo,TX,Webb County,35080
78041,Laredo,TX,Webb County,42600
78043,Laredo,TX,Webb County,38000
78045,Laredo,TX,Webb County,66620
78046,Laredo,TX,Webb County,70920
78052,Lytle,TX,Atascosa County,8240
78055,Medina,TX,Bandera County,1480
78056,Mico,TX,Medina County,2690
78057,Moore,TX,Frio County,1210
78058,Mountain Home,TX,Kerr County,1410
78059,Natalia,TX,Medina County,5590
78060,Oakville,TX,Live Oak County,49
78061,Pearsall,TX,Frio County,7870
78063,Pipe Creek,TX,Bandera County,8940
78064,Pleasanton,TX,Atascosa County,14140
78065,Poteet,TX,Atascosa County,11340
78066,Rio Medina,TX,Medina County,720
78067,San Ygnacio,TX,Zapata County,600
78069,Somerset,TX,Atascosa County,5630
78070,Spring Branch,TX,Comal County,22000
78071,Three Rivers,TX,Live Oak County,2850
78072,Tilden,TX,McMullen County,590
78073,Von Ormy,TX,Bexar County,10320
78075,Whitsett,TX,Live Oak County,132
78076,Zapata,TX,Zapata County,11030
78101,Adkins,TX,Wilson County,9000
78102,Beeville,TX,Bee County,15820
78108,Cibolo,TX,Guadalupe County,45900
78109,Converse,TX,Bexar County,58520
78111,Ecleto,TX,Karnes County,0
78112,Elmendorf,TX,Bexar County,9380
78113,Falls City,TX,Wilson County,2370
78114,Floresville,TX,Wilson County,21110
78116,Gillett,TX,Karnes County,290
78117,Hobson,TX,Karnes County,550
78118,Karnes City,TX,Karnes County,3740
78119,Kenedy,TX,Karnes County,3960
78121,La Vernia,TX,Wilson County,16060
78122,Leesville,TX,Gonzales County,380
78123,Mc Queeney,TX,Guadalupe County,2010
78124,Marion,TX,Guadalupe County,7170
78130,New Braunfels,TX,Comal County,87080
78132,New Braunfels,TX,Comal County,43840
78133,Canyon Lake,TX,Comal County,19940
78135,New Braunfels,TX,Comal County,0
78140,Nixon,TX,Gonzales County,3080
78141,Nordheim,TX,DeWitt County,550
78148,Universal City,TX,Bexar County,18750
78150,Jbsa Randolph,TX,Bexar County,553
78151,Runge,TX,Karnes County,1130
78152,Saint Hedwig,TX,Bexar County,6990
78154,Schertz,TX,Guadalupe County,39730
78155,Seguin,TX,Guadalupe County,50390
78159,Smiley,TX,Gonzales County,820
78160,Stockdale,TX,Wilson County,4290
78161,Sutherland Springs,TX,Wilson County,780
78163,Bulverde,TX,Comal County,20180
78164,Yorktown,TX,DeWitt County,3290
78201,San Antonio,TX,Bexar County,31610
78202,San Antonio,TX,Bexar County,8460
78203,San Antonio,TX,Bexar County,4350
78204,San Antonio,TX,Bexar County,9150
78205,San Antonio,TX,Bexar County,1180
78206,San Antonio,TX,Bexar County,0
78207,San Antonio,TX,Bexar County,34800
78208,San Antonio,TX,Bexar County,2900
78209,San Antonio,TX,Bexar County,34410
78210,San Antonio,TX,Bexar County,26060
78211,San Antonio,TX,Bexar County,25250
78212,San Antonio,TX,Bexar County,19210
78213,San Antonio,TX,Bexar County,32640
78214,San Antonio,TX,Bexar County,17660
78215,San Antonio,TX,Bexar County,2780
78216,San Antonio,TX,Bexar County,30260
78217,San Antonio,TX,Bexar County,26360
78218,San Antonio,TX,Bexar County,31000
78219,San Antonio,TX,Bexar County,13140
78220,San Antonio,TX,Bexar County,17060
78221,San Antonio,TX,Bexar County,34130
78222,San Antonio,TX,Bexar County,23330
78223,San Antonio,TX,Bexar County,49570
78224,San Antonio,TX,Bexar County,19120
78225,San Antonio,TX,Bexar County,10050
78226,San Antonio,TX,Bexar County,5420
78227,San Antonio,TX,Bexar County,37940
78228,San Antonio,TX,Bexar County,46360
78229,San Antonio,TX,Bexar County,23880
78230,San Antonio,TX,Bexar County,34820
78231,San Antonio,TX,Bexar County,8150
78232,San Antonio,TX,Bexar County,31120
78233,San Antonio,TX,Bexar County,42440
78234,Jbsa Ft Sam Houston,TX,Bexar County,4020
78235,San Antonio,TX,Bexar County,1130
78236,Jbsa Lackland,TX,Bexar County,2340
78237,San Antonio,TX,Bexar County,29590
78238,San Antonio,TX,Bexar County,20740
78239,San Antonio,TX,Bexar County,26030
78240,San Antonio,TX,Bexar County,44480
78241,San Antonio,TX,Bexar County,0
78242,San Antonio,TX,Bexar County,27960
78243,San Antonio,TX,Bexar County,15
78244,San Antonio,TX,Bexar County,33760
78245,San Antonio,TX,Bexar County,93520
78247,San Antonio,TX,Bexar County,44950
78248,San Antonio,TX,Bexar County,12960
78249,San Antonio,TX,Bexar County,44080
78250,San Antonio,TX,Bexar County,47150
78251,San Antonio,TX,Bexar County,48710
78252,San Antonio,TX,Bexar County,24420
78253,San Antonio,TX,Bexar County,77810
78254,San Antonio,TX,Bexar County,79050
78255,San Antonio,TX,Bexar County,18060
78256,San Antonio,TX,Bexar County,10660
78257,San Antonio,TX,Bexar County,9850
78258,San Antonio,TX,Bexar County,46900
78259,San Antonio,TX,Bexar County,28810
78260,San Antonio,TX,Bexar County,39480
78261,San Antonio,TX,Bexar County,28830
78263,San Antonio,TX,Bexar County,4830
78264,San Antonio,TX,Bexar County,13490
78266,San Antonio,TX,Comal County,8650
78284,San Antonio,TX,Bexar County,0
78285,San Antonio,TX,Bexar County,0
78330,Agua Dulce,TX,Nueces County,870
78332,Alice,TX,Jim Wells County,21830
78336,Aransas Pass,TX,San Patricio County,10260
78340,Bayside,TX,Refugio County,330
78343,Bishop,TX,Nueces County,3800
78344,Bruni,TX,Webb County,310
78349,Concepcion,TX,Duval County,330
78353,Encino,TX,Brooks County,270
78355,Falfurrias,TX,Brooks County,5410
78357,Freer,TX,Duval County,2740
78360,Guerra,TX,Jim Hogg County,0
78361,Hebbronville,TX,Jim Hogg County,4130
78362,Ingleside,TX,San Patricio County,9680
78363,Kingsville,TX,Kleberg County,21900
78368,Mathis,TX,San Patricio County,7770
78369,Mirando City,TX,Webb County,330
78370,Odem,TX,San Patricio County,4560
78372,Orange Grove,TX,Jim Wells County,5420
78373,Port Aransas,TX,Nueces County,3230
78374,Portland,TX,San Patricio County,18170
78375,Premont,TX,Jim Wells County,2670
78376,Realitos,TX,Duval County,210
78377,Refugio,TX,Refugio County,3040
78379,Riviera,TX,Kleberg County,1470
78380,Robstown,TX,Nueces County,18850
78382,Rockport,TX,Aransas County,15540
78383,Sandia,TX,Jim Wells County,3380
78384,San Diego,TX,Duval County,4690
78387,Sinton,TX,San Patricio County,8350
78389,Skidmore,TX,Bee County,1630
78390,Taft,TX,San Patricio County,4760
78391,Tynan,TX,Bee County,270
78393,Woodsboro,TX,Refugio County,1970
78401,Corpus Christi,TX,Nueces County,1860
78402,Corpus Christi,TX,Nueces County,420
78404,Corpus Christi,TX,Nueces County,10910
78405,Corpus Christi,TX,Nueces County,10010
78406,Corpus Christi,TX,Nueces County,950
78407,Corpus Christi,TX,Nueces County,1180
78408,Corpus Christi,TX,Nueces County,8130
78409,Corpus Christi,TX,Nueces County,2130
78410,Corpus Christi,TX,Nueces County,25700
78411,Corpus Christi,TX,Nueces County,20770
78412,Corpus Christi,TX,Nueces County,26860
78413,Corpus Christi,TX,Nueces County,30570
78414,Corpus Christi,TX,Nueces County,44730
78415,Corpus Christi,TX,Nueces County,33930
78416,Corpus Christi,TX,Nueces County,11270
78417,Corpus Christi,TX,Nueces County,4270
78418,Corpus Christi,TX,Nueces County,26910
78419,Corpus Christi,TX,Nueces County,360
78501,Mcallen,TX,Hidalgo County,46580
78503,Mcallen,TX,Hidalgo County,19560
78504,Mcallen,TX,Hidalgo County,51650
78516,Alamo,TX,Hidalgo County,31180
78520,Brownsville,TX,Cameron County,59360
78521,Brownsville,TX,Cameron County,81520
78526,Brownsville,TX,Cameron County,51120
78536,Delmita,TX,Starr County,210
78537,Donna,TX,Hidalgo County,46650
78538,Edcouch,TX,Hidalgo County,11690
78539,Edinburg,TX,Hidalgo County,30960
78541,Edinburg,TX,Hidalgo County,39160
78542,Edinburg,TX,Hidalgo County,72030
78550,Harlingen,TX,Cameron County,42470
78552,Harlingen,TX,Cameron County,33410
78557,Hidalgo,TX,Hidalgo County,16090
78559,La Feria,TX,Cameron County,10890
78560,La Joya,TX,Hidalgo County,4550
78563,Linn,TX,Hidalgo County,490
78564,Lopeno,TX,Zapata County,240
78566,Los Fresnos,TX,Cameron County,21560
78569,Lyford,TX,Willacy County,3480
78570,Mercedes,TX,Hidalgo County,29440
78572,Mission,TX,Hidalgo County,67570
78573,Mission,TX,Hidalgo County,38710
78574,Mission,TX,Hidalgo County,56300
78575,Olmito,TX,Cameron County,5350
78576,Penitas,TX,Hidalgo County,12500
78577,Pharr,TX,Hidalgo County,67810
78578,Port Isabel,TX,Cameron County,8490
78580,Raymondville,TX,Willacy County,9360
78582,Rio Grande City,TX,Starr County,38420
78583,Rio Hondo,TX,Cameron County,5460
78584,Roma,TX,Starr County,17440
78586,San Benito,TX,Cameron County,44230
78588,San Isidro,TX,Starr County,260
78589,San Juan,TX,Hidalgo County,37300
78591,Santa Elena,TX,Starr County,280
78593,Santa Rosa,TX,Cameron County,4820
78595,Sullivan City,TX,Hidalgo County,5980
78596,Weslaco,TX,Hidalgo County,33560
78597,South Padre Island,TX,Cameron County,2170
78599,Weslaco,TX,Hidalgo County,4239
78602,Bastrop,TX,Bastrop County,32870
78605,Bertram,TX,Burnet County,6770
78606,Blanco,TX,Blanco County,6890
78607,Bluffton,TX,Llano County,170
78608,Briggs,TX,Burnet County,600
78609,Buchanan Dam,TX,Llano County,1690
78610,Buda,TX,Hays County,45990
78611,Burnet,TX,Burnet County,13860
78612,Cedar Creek,TX,Bastrop County,16620
78613,Cedar Park,TX,Williamson County,79900
78614,Cost,TX,Gonzales County,500
78615,Coupland,TX,Travis County,1830
78616,Dale,TX,Caldwell County,11590
78617,Del Valle,TX,Travis County,25900
78618,Doss,TX,Gillespie County,270
78619,Driftwood,TX,Hays County,6440
78620,Dripping Springs,TX,Hays County,24920
78621,Elgin,TX,Bastrop County,29320
78623,Fischer,TX,Comal County,2230
78624,Fredericksburg,TX,Gillespie County,22170
78626,Georgetown,TX,Williamson County,42900
78628,Georgetown,TX,Williamson County,49570
78629,Gonzales,TX,Gonzales County,11180
78631,Harper,TX,Gillespie County,2930
78632,Harwood,TX,Gonzales County,930
78633,Georgetown,TX,Williamson County,30210
78634,Hutto,TX,Williamson County,44860
78635,Hye,TX,Blanco County,108
78636,Johnson City,TX,Blanco County,3870
78638,Kingsbury,TX,Guadalupe County,2240
78639,Kingsland,TX,Llano County,7410
78640,Kyle,TX,Hays County,71270
78641,Leander,TX,Williamson County,101470
78642,Liberty Hill,TX,Williamson County,30330
78643,Llano,TX,Llano County,5860
78644,Lockhart,TX,Caldwell County,18570
78645,Leander,TX,Travis County,15500
78648,Luling,TX,Caldwell County,7250
78650,Mc Dade,TX,Bastrop County,1740
78652,Manchaca,TX,Travis County,5700
78653,Manor,TX,Travis County,37020
78654,Marble Falls,TX,Burnet County,18270
78655,Martindale,TX,Caldwell County,2540
78656,Maxwell,TX,Caldwell County,3580
78657,Horseshoe Bay,TX,Llano County,6700
78659,Paige,TX,Bastrop County,3780
78660,Pflugerville,TX,Travis County,110280
78662,Red Rock,TX,Bastrop County,2650
78663,Round Mountain,TX,Blanco County,830
78664,Round Rock,TX,Williamson County,51270
78665,Round Rock,TX,Williamson County,61260
78666,San Marcos,TX,Hays County,59940
78669,Spicewood,TX,Travis County,12500
78671,Stonewall,TX,Gillespie County,700
78672,Tow,TX,Llano County,810
78675,Willow City,TX,Gillespie County,166
78676,Wimberley,TX,Hays County,14070
78677,Wrightsboro,TX,Gonzales County,50
78681,Round Rock,TX,Williamson County,52740
78701,Austin,TX,Travis County,9370
78702,Austin,TX,Travis County,20680
78703,Austin,TX,Travis County,17910
78704,Austin,TX,Travis County,35930
78705,Austin,TX,Travis County,7760
78710,Austin,TX,Travis County,0
78712,Austin,TX,Travis County,42
78717,Austin,TX,Williamson County,35450
78719,Austin,TX,Travis County,1690
78721,Austin,TX,Travis County,8970
78722,Austin,TX,Travis County,4990
78723,Austin,TX,Travis County,27580
78724,Austin,TX,Travis County,27600
78725,Austin,TX,Travis County,10000
78726,Austin,TX,Travis County,12990
78727,Austin,TX,Travis County,24700
78728,Austin,TX,Travis County,21200
78729,Austin,TX,Williamson County,24070
78730,Austin,TX,Travis County,8540
78731,Austin,TX,Travis County,25040
78732,Austin,TX,Travis County,17560
78733,Austin,TX,Travis County,9060
78734,Austin,TX,Travis County,21000
78735,Austin,TX,Travis County,17570
78736,Austin,TX,Travis County,8080
78737,Austin,TX,Hays County,23490
78738,Austin,TX,Travis County,32170
78739,Austin,TX,Travis County,21650
78741,Austin,TX,Travis County,30910
78742,Austin,TX,Travis County,590
78744,Austin,TX,Travis County,43050
78745,Austin,TX,Travis County,46200
78746,Austin,TX,Travis County,26930
78747,Austin,TX,Travis County,21950
78748,Austin,TX,Travis County,45730
78749,Austin,TX,Travis County,30400
78750,Austin,TX,Travis County,25010
78751,Austin,TX,Travis County,11650
78752,Austin,TX,Travis County,12670
78753,Austin,TX,Travis County,40700
78754,Austin,TX,Travis County,25770
78756,Austin,TX,Travis County,7050
78757,Austin,TX,Travis County,20370
78758,Austin,TX,Travis County,34000
78759,Austin,TX,Travis County,35730
78799,Austin,TX,Travis County,0
78801,Uvalde,TX,Uvalde County,17610
78827,Asherton,TX,Dimmit County,830
78828,Barksdale,TX,Edwards County,210
78829,Batesville,TX,Zavala County,810
78830,Big Wells,TX,Dimmit County,450
78832,Brackettville,TX,Kinney County,2670
78833,Camp Wood,TX,Real County,1140
78834,Carrizo Springs,TX,Dimmit County,6240
78837,Comstock,TX,Val Verde County,318
78838,Concan,TX,Uvalde County,540
78839,Crystal City,TX,Zavala County,6330
78840,Del Rio,TX,Val Verde County,44640
78843,Laughlin AFB,TX,Val Verde County,397
78850,D Hanis,TX,Medina County,1030
78851,Dryden,TX,Terrell County,50
78852,Eagle Pass,TX,Maverick County,51530
78861,Hondo,TX,Medina County,10670
78870,Knippa,TX,Uvalde County,820
78873,Leakey,TX,Real County,1620
78877,Quemado,TX,Maverick County,830
78879,Rio Frio,TX,Real County,260
78880,Rocksprings,TX,Edwards County,1360
78881,Sabinal,TX,Uvalde County,1790
78883,Tarpley,TX,Bandera County,220
78884,Utopia,TX,Uvalde County,1140
78885,Vanderpool,TX,Bandera County,149
78886,Yancey,TX,Medina County,520
78931,Bleiblerville,TX,Austin County,300
78932,Carmine,TX,Fayette County,880
78933,Cat Spring,TX,Austin County,1460
78934,Columbus,TX,Colorado County,6270
78935,Alleyton,TX,Colorado County,960
78938,Ellinger,TX,Fayette County,330
78940,Fayetteville,TX,Fayette County,1890
78941,Flatonia,TX,Fayette County,3090
78942,Giddings,TX,Lee County,8780
78943,Glidden,TX,Colorado County,370
78944,Industry,TX,Austin County,630
78945,La Grange,TX,Fayette County,9930
78946,Ledbetter,TX,Lee County,1080
78947,Lexington,TX,Lee County,4410
78948,Lincoln,TX,Lee County,900
78949,Muldoon,TX,Fayette County,470
78950,New Ulm,TX,Austin County,1980
78953,Rosanky,TX,Bastrop County,1190
78954,Round Top,TX,Fayette County,1100
78956,Schulenburg,TX,Fayette County,4920
78957,Smithville,TX,Bastrop County,8640
78959,Waelder,TX,Gonzales County,1760
78962,Weimar,TX,Colorado County,4600
78963,West Point,TX,Fayette County,880
79001,Adrian,TX,Oldham County,220
79005,Booker,TX,Lipscomb County,1320
79007,Borger,TX,Hutchinson County,11080
79009,Bovina,TX,Parmer County,1830
79011,Briscoe,TX,Wheeler County,200
79013,Cactus,TX,Moore County,2940
79014,Canadian,TX,Hemphill County,3160
79015,Canyon,TX,Randall County,19350
79018,Channing,TX,Hartley County,390
79019,Claude,TX,Armstrong County,1580
79022,Dalhart,TX,Dallam County,8970
79027,Dimmitt,TX,Castro County,4000
79029,Dumas,TX,Moore County,15010
79031,Earth,TX,Lamb County,910
79034,Follett,TX,Lipscomb County,530
79035,Friona,TX,Parmer County,4380
79036,Fritch,TX,Hutchinson County,4020
79039,Groom,TX,Carson County,720
79040,Gruver,TX,Hansford County,1620
79041,Hale Center,TX,Hale County,2400
79042,Happy,TX,Swisher County,1060
79043,Hart,TX,Castro County,990
79044,Hartley,TX,Hartley County,960
79045,Hereford,TX,Deaf Smith County,16670
79046,Higgins,TX,Lipscomb County,330
79052,Kress,TX,Swisher County,960
79056,Lipscomb,TX,Lipscomb County,49
79057,Mclean,TX,Gray County,890
79058,Masterson,TX,Potter County,21
79059,Miami,TX,Roberts County,670
79061,Mobeetie,TX,Wheeler County,280
79062,Morse,TX,Hansford County,210
79063,Nazareth,TX,Castro County,830
79064,Olton,TX,Lamb County,1960
79065,Pampa,TX,Gray County,15670
79068,Panhandle,TX,Carson County,2820
79070,Perryton,TX,Ochiltree County,8600
79072,Plainview,TX,Hale County,19580
79079,Shamrock,TX,Wheeler County,2010
79080,Skellytown,TX,Carson County,390
79081,Spearman,TX,Hansford County,3190
79082,Springlake,TX,Lamb County,320
79083,Stinnett,TX,Hutchinson County,1970
79084,Stratford,TX,Sherman County,2100
79085,Summerfield,TX,Castro County,61
79086,Sunray,TX,Moore County,1870
79087,Texline,TX,Dallam County,630
79088,Tulia,TX,Swisher County,4040
79092,Vega,TX,Oldham County,1200
79094,Wayside,TX,Armstrong County,67
79095,Wellington,TX,Collingsworth County,1970
79096,Wheeler,TX,Wheeler County,1660
79097,White Deer,TX,Carson County,1080
79098,Wildorado,TX,Oldham County,430
79101,Amarillo,TX,Potter County,1630
79102,Amarillo,TX,Potter County,7270
79103,Amarillo,TX,Potter County,8870
79104,Amarillo,TX,Potter County,5530
79106,Amarillo,TX,Potter County,21160
79107,Amarillo,TX,Potter County,25630
79108,Amarillo,TX,Potter County,10950
79109,Amarillo,TX,Randall County,35840
79110,Amarillo,TX,Randall County,15520
79111,Amarillo,TX,Potter County,1110
79118,Amarillo,TX,Randall County,25970
79119,Amarillo,TX,Randall County,22390
79121,Amarillo,TX,Randall County,5720
79124,Amarillo,TX,Potter County,11160
79201,Childress,TX,Childress County,4750
79220,Afton,TX,Dickens County,121
79223,Cee Vee,TX,Cottle County,18
79225,Chillicothe,TX,Hardeman County,730
79226,Clarendon,TX,Donley County,2240
79227,Crowell,TX,Foard County,900
79229,Dickens,TX,Dickens County,280
79230,Dodson,TX,Collingsworth County,162
79234,Flomot,TX,Motley County,71
79235,Floydada,TX,Floyd County,2800
79237,Hedley,TX,Donley County,290
79239,Lakeview,TX,Hall County,167
79240,Lelia Lake,TX,Donley County,67
79241,Lockney,TX,Floyd County,1770
79243,Mcadoo,TX,Dickens County,79
79244,Matador,TX,Motley County,590
79245,Memphis,TX,Hall County,1790
79247,Odell,TX,Wilbarger County,47
79248,Paducah,TX,Cottle County,1000
79250,Petersburg,TX,Hale County,1070
79251,Quail,TX,Collingsworth County,59
79252,Quanah,TX,Hardeman County,2300
79255,Quitaque,TX,Briscoe County,360
79256,Roaring Springs,TX,Motley County,220
79257,Silverton,TX,Briscoe County,880
79259,Tell,TX,Childress County,46
79261,Turkey,TX,Hall County,360
79311,Abernathy,TX,Hale County,2840
79312,Amherst,TX,Lamb County,740
79313,Anton,TX,Hockley County,1240
79316,Brownfield,TX,Terry County,8510
79322,Crosbyton,TX,Crosby County,1420
79323,Denver City,TX,Yoakum County,6290
79324,Enochs,TX,Bailey County,54
79325,Farwell,TX,Parmer County,1930
79326,Fieldton,TX,Lamb County,39
79329,Idalou,TX,Lubbock County,3250
79330,Justiceburg,TX,Garza County,48
79331,Lamesa,TX,Dawson County,8670
79336,Levelland,TX,Hockley County,13400
79339,Littlefield,TX,Lamb County,5430
79342,Loop,TX,Gaines County,320
79343,Lorenzo,TX,Crosby County,1170
79344,Maple,TX,Bailey County,30
79345,Meadow,TX,Terry County,780
79346,Morton,TX,Cochran County,1790
79347,Muleshoe,TX,Bailey County,5490
79351,Odonnell,TX,Lynn County,1030
79353,Pep,TX,Hockley County,29
79355,Plains,TX,Yoakum County,1760
79356,Post,TX,Garza County,3510
79357,Ralls,TX,Crosby County,1660
79358,Ropesville,TX,Hockley County,1440
79359,Seagraves,TX,Gaines County,3000
79360,Seminole,TX,Gaines County,17630
79363,Shallowater,TX,Lubbock County,6390
79364,Slaton,TX,Lubbock County,6640
79366,Ransom Canyon,TX,Lubbock County,1100
79370,Spur,TX,Dickens County,1110
79371,Sudan,TX,Lamb County,1230
79373,Tahoka,TX,Lynn County,2760
79376,Tokio,TX,Terry County,119
79377,Welch,TX,Dawson County,250
